text,label
certainly,off_topic
exactly,off_topic
yes I agree,off_topic
I think so,off_topic
yes it is,off_topic
right,off_topic
okay then,off_topic
yes of course,off_topic
yes I do,off_topic
that s okay,off_topic
I do,off_topic
oh yes,off_topic
yes sure,off_topic
obviously,off_topic
sure why not,off_topic
yeah right,off_topic
yeah of course,off_topic
absolutely,off_topic
yes indeed,off_topic
ok sure,off_topic
ok yes,off_topic
yes correct,off_topic
ok thank you,off_topic
sure thing,off_topic
confirm,off_topic
looks good,off_topic
yes thank you,off_topic
definitely,off_topic
yes right,off_topic
yes I would like to,off_topic
alrighty,off_topic
yes definitely,off_topic
yes it is correct,off_topic
yeah that's right,off_topic
ok you can,off_topic
yes you may,off_topic
confirmed,off_topic
of course why not,off_topic
yes that's fine,off_topic
affirmative,off_topic
yeah go ahead,off_topic
yeah I'm sure,off_topic
okay sounds good,off_topic
okay that's fine,off_topic
yeah exactly,off_topic
that is ok,off_topic
this is correct,off_topic
ok go ahead,off_topic
yes this is correct,off_topic
nevermind its okay,off_topic
okey,off_topic
yes for sure,off_topic
all right,off_topic
are you sure,off_topic
are you sure right now,off_topic
are you sure today,off_topic
are you sure now,off_topic
are you sure tonight,off_topic
why aren't you talking to me,off_topic
do you want to chat with me,off_topic
will you talk to me,off_topic
talk to me,off_topic
are you going to talk to me,off_topic
are you talking to me,off_topic
can you chat with me,off_topic
can you speak with me,off_topic
can you talk to me,off_topic
can you talk with me,off_topic
talk,off_topic
chat with me,off_topic
just chat with me,off_topic
speak to me,off_topic
speak with me,off_topic
talk with me,off_topic
why don't you talk to me,off_topic
you can talk to me,off_topic
are you there,off_topic
you are there,off_topic
are you near me,off_topic
are you here,off_topic
are you still there,off_topic
you are here,off_topic
you still there,off_topic
are you still here,off_topic
pretty bad,off_topic
not good enough,off_topic
that was lame,off_topic
that was terrible,off_topic
it is bad,off_topic
that's bad,off_topic
this is bad,off_topic
not good,off_topic
I'm afraid it's bad,off_topic
no it's bad,off_topic
that was awful,off_topic
so bad,off_topic
this is too bad,off_topic
terrible,off_topic
horrible,off_topic
horrific,off_topic
abysmal,off_topic
it's bad,off_topic
no good,off_topic
that was bad,off_topic
that was horrible,off_topic
that's lame,off_topic
that's not good,off_topic
that's terrible,off_topic
that's too bad,off_topic
this is not good,off_topic
too bad,off_topic
very bad,off_topic
bad girl,off_topic
it's not good,off_topic
not so good,off_topic
it's very bad,off_topic
it's too bad,off_topic
that's not good enough,off_topic
well too bad,off_topic
bad very bad,off_topic
it's so bad,off_topic
really bad,off_topic
it's really bad,off_topic
bad idea,off_topic
that is bad,off_topic
that was not good,off_topic
it's not so good,off_topic
not a good one,off_topic
oh that's not good,off_topic
not too good,off_topic
so lame,off_topic
that's really bad,off_topic
it is too bad,off_topic
bad really bad,off_topic
so cool,off_topic
cool,off_topic
that is good,off_topic
glad to hear that,off_topic
that's very nice of you,off_topic
terrific,off_topic
it's amazing,off_topic
that's awesome,off_topic
perfect,off_topic
excellent,off_topic
that's great,off_topic
it's good,off_topic
it's great,off_topic
fine,off_topic
good,off_topic
nice,off_topic
that's fine,off_topic
very good,off_topic
amazing,off_topic
fantastic,off_topic
great,off_topic
good very good,off_topic
that's very good,off_topic
really good,off_topic
it is fine,off_topic
it is good,off_topic
it's perfect,off_topic
much better,off_topic
not bad,off_topic
not too bad,off_topic
it's very good,off_topic
marvelous,off_topic
that's nice,off_topic
pleasant,off_topic
pretty good,off_topic
really nice,off_topic
splendid,off_topic
straight,off_topic
super,off_topic
super fantastic,off_topic
sweet,off_topic
really well,off_topic
very well,off_topic
that is awesome,off_topic
that is nice,off_topic
that is wonderful,off_topic
that was amazing,off_topic
that was awesome,off_topic
that was cute,off_topic
that was pretty good,off_topic
that was very good,off_topic
that's a good idea,off_topic
that's a good thing,off_topic
that's amazing,off_topic
that's awesome thank you,off_topic
that's better,off_topic
that's cute,off_topic
that's fantastic,off_topic
that's much better,off_topic
that's nice of you,off_topic
that's not bad,off_topic
that's perfect,off_topic
that's pretty good,off_topic
that's really good,off_topic
that's really nice,off_topic
that's sweet of you,off_topic
that's very nice,off_topic
that's wonderful,off_topic
this is awesome,off_topic
this is good,off_topic
this is great,off_topic
very nice,off_topic
very then,off_topic
wonderful,off_topic
I'm glad to hear that,off_topic
ok good,off_topic
good for you,off_topic
good to know,off_topic
glad to hear it,off_topic
so good,off_topic
so sweet of you,off_topic
it was good,off_topic
oh well,off_topic
good thing,off_topic
that was good,off_topic
it's awesome,off_topic
okay good,off_topic
no it's okay,off_topic
no worries,off_topic
no probs,off_topic
no problem,off_topic
there's no problem,off_topic
sure no problem,off_topic
no problem about that,off_topic
don't worry,off_topic
don't worry there's no problem,off_topic
you helped a lot thank you,off_topic
appreciate your help,off_topic
cheers,off_topic
thank you,off_topic
thanks,off_topic
thanks a lot,off_topic
terrific thank you,off_topic
great thank you,off_topic
thanks so much,off_topic
thank you so much,off_topic
thanks for your help,off_topic
thank you for your help,off_topic
nice thank you,off_topic
I appreciate it,off_topic
I thank you,off_topic
thank you that will be all,off_topic
thanks buddy,off_topic
thanks love,off_topic
thank you my friend,off_topic
well thanks,off_topic
very good thank you,off_topic
good thanks,off_topic
thanks again,off_topic
thank you again,off_topic
all thank you,off_topic
alright thank you,off_topic
alright thanks,off_topic
no thank you that's all,off_topic
perfect thank you,off_topic
so nice of you,off_topic
well thank you,off_topic
thnx,off_topic
thanx,off_topic
that's my pleasure,off_topic
my pleasure,off_topic
anytime,off_topic
welcome,off_topic
you're welcome,off_topic
sure welcome,off_topic
welcome here,off_topic
you're so welcome,off_topic
anything you want,off_topic
good job,off_topic
great job,off_topic
way to go,off_topic
well done,off_topic
nice work,off_topic
great work,off_topic
amazing work,off_topic
bravo,off_topic
good work,off_topic
cancel,off_topic
abort,off_topic
annul,off_topic
cancel it,off_topic
cancel request,off_topic
cancelled,off_topic
dismiss,off_topic
dismissed,off_topic
disregard,off_topic
disregard that,off_topic
skip,off_topic
skip it,off_topic
cancel everything,off_topic
cancel all,off_topic
forget about it,off_topic
forget,off_topic
don't do that,off_topic
stop,off_topic
just forget it,off_topic
forget that,off_topic
discard,off_topic
forget this,off_topic
just forget about it,off_topic
forget about that,off_topic
i said cancel,off_topic
just cancel it,off_topic
nothing cancel,off_topic
just stop it,off_topic
no cancel cancel,off_topic
no just cancel,off_topic
cancel my request,off_topic
can you cancel that,off_topic
cancel all that,off_topic
cancel this request,off_topic
no cancel this,off_topic
no cancel everything,off_topic
no stop,off_topic
just forget,off_topic
i want to cancel,off_topic
nevermind forget about it,off_topic
no just cancel it,off_topic
nothing just forget it,off_topic
i said cancel it,off_topic
cancel the whole thing,off_topic
can you cancel it,off_topic
so cancel,off_topic
i said forget it,off_topic
cancel all this,off_topic
forget it nevermind,off_topic
stop it,off_topic
i want to cancel it,off_topic
i would like to cancel,off_topic
now cancel,off_topic
cancel now,off_topic
sorry cancel,off_topic
cancel that one,off_topic
skip skip skip,off_topic
cancel it cancel it,off_topic
cancel that cancel that,off_topic
do nothing,off_topic
I said cancel cancel,off_topic
but can you cancel it,off_topic
how about no,off_topic
don t have a sense,off_topic
don't,off_topic
I don't want that,off_topic
I disagree,off_topic
disagree,off_topic
I don't want,off_topic
not interested,off_topic
I don't think so,off_topic
no way,off_topic
no it isn't,off_topic
no I don't,off_topic
I'm not,off_topic
no that's fine thank you,off_topic
never,off_topic
I said no,off_topic
of course not,off_topic
no tanks,off_topic
no never,off_topic
no need,off_topic
no thanks,off_topic
no sorry,off_topic
do not,off_topic
not today,off_topic
no it's not,off_topic
absolutely not,off_topic
not that,off_topic
nooo,off_topic
nope,off_topic
I don't want to,off_topic
no I would not,off_topic
let 's not,off_topic
not needed,off_topic
not this time,off_topic
no don't do that,off_topic
thanks but no thanks,off_topic
no that's wrong,off_topic
not this,off_topic
definitely not,off_topic
not at this time,off_topic
not exactly,off_topic
no don't,off_topic
not really no,off_topic
no thank you not right now,off_topic
actually no,off_topic
no leave it,off_topic
sorry no,off_topic
no incorrect,off_topic
nope sorry,off_topic
I say no,off_topic
not really,off_topic
not right now thanks,off_topic
I think no,off_topic
absolutely no,off_topic
no actually,off_topic
apparently not,off_topic
no do not,off_topic
no just no,off_topic
no but thank you,off_topic
no need thanks,off_topic
no thank you though,off_topic
no thank you very much,off_topic
no thanks not right now,off_topic
no forget,off_topic
wait a second,off_topic
could you wait,off_topic
wait please,off_topic
hold on,off_topic
wait,off_topic
oh wait,off_topic
wait hold on,off_topic
don't rush,off_topic
wanna hug,off_topic
hug you,off_topic
do you want a hug,off_topic
may I hug you,off_topic
could you give me a hug,off_topic
I want a hug,off_topic
hug me,off_topic
hugged,off_topic
you hugged,off_topic
hugging,off_topic
hugging me,off_topic
hugged me,off_topic
want a hug,off_topic
a hug,off_topic
I don't care,off_topic
I shouldn't care about this,off_topic
whatever,off_topic
I do not care,off_topic
I don't care at all,off_topic
not caring,off_topic
not care at all,off_topic
don't care at all,off_topic
not caring at all,off_topic
excuse me,off_topic
apologise,off_topic
I apologize,off_topic
sorry,off_topic
I'm sorry,off_topic
I am so sorry,off_topic
my apologies,off_topic
apologies,off_topic
apologies to me,off_topic
apology,off_topic
excuse,off_topic
I beg your pardon,off_topic
pardon,off_topic
I said sorry,off_topic
I am really sorry,off_topic
forgive me,off_topic
sorry about that,off_topic
sorry about this,off_topic
really sorry,off_topic
very sorry,off_topic
ok sorry,off_topic
I want to say sorry,off_topic
alright I'm sorry,off_topic
okay I'm sorry,off_topic
what exactly do you mean,off_topic
what do you mean,off_topic
is that what you mean,off_topic
what do you mean exactly,off_topic
but what do you mean,off_topic
that was wrong,off_topic
that's not what I asked,off_topic
that's wrong,off_topic
wrong,off_topic
it is not right,off_topic
that's not right,off_topic
it's wrong,off_topic
that is incorrect,off_topic
incorrect,off_topic
not correct,off_topic
you are wrong,off_topic
not right,off_topic
ha ha,off_topic
ahahah,off_topic
ahah lol,off_topic
laughing out loud,off_topic
LMAO,off_topic
that's funny,off_topic
ah ah ah,off_topic
ahah,off_topic
ahaha,off_topic
ahahaha,off_topic
ha ha ha,off_topic
ha ha ha ha,off_topic
haha,off_topic
haha funny,off_topic
haha haha haha,off_topic
haha that's funny,off_topic
haha very funny,off_topic
hahaha,off_topic
hahaha funny,off_topic
hahaha very funny,off_topic
hehe,off_topic
hehehe,off_topic
lmao,off_topic
wow wow,off_topic
wow wow wow,off_topic
wooow,off_topic
woah,off_topic
okay see you later,off_topic
hope to see you later,off_topic
bye for now,off_topic
till next time,off_topic
I must go,off_topic
goodbye,off_topic
see you,off_topic
see you soon,off_topic
bye-bye,off_topic
good bye,off_topic
bye bye see you,off_topic
bye bye see you soon,off_topic
bye bye take care,off_topic
I said bye,off_topic
never mind bye,off_topic
now bye,off_topic
that's all goodbye,off_topic
that's it goodbye,off_topic
leave me alone,off_topic
go to bed,off_topic
goodbye for now,off_topic
talk to you later,off_topic
you can go now,off_topic
get lost,off_topic
goodbye see you later,off_topic
alright bye,off_topic
see ya,off_topic
thanks bye bye,off_topic
okay bye,off_topic
okay thank you bye,off_topic
see you tomorrow,off_topic
ok bye,off_topic
good evening,off_topic
good evening to you,off_topic
hey good evening,off_topic
hello good evening,off_topic
evening,off_topic
good evening there,off_topic
good morning,off_topic
good morning to you,off_topic
hello good morning,off_topic
have a nice morning,off_topic
have a great morning,off_topic
morning,off_topic
good morning there,off_topic
top of the morning to you,off_topic
a good morning,off_topic
hi good morning,off_topic
and a good morning to you,off_topic
good morning too,off_topic
sweet dreams,off_topic
good night,off_topic
have a good night,off_topic
good night to you,off_topic
thank you good night,off_topic
bye good night,off_topic
good night bye,off_topic
good good night,off_topic
good night for now,off_topic
goodnight,off_topic
night,off_topic
thanks goodnight,off_topic
good night see you tomorrow,off_topic
alright goodnight,off_topic
good tonight,off_topic
okay have a good night,off_topic
long time no see,off_topic
hello,off_topic
howdy,off_topic
hey there,off_topic
greetings,off_topic
I greet you,off_topic
hi there,off_topic
hello there,off_topic
lovely day isn't it,off_topic
hello again,off_topic
just going to say hi,off_topic
a good day,off_topic
afternoon,off_topic
hello hi,off_topic
heya,off_topic
how is your morning so far,off_topic
how are you getting on,off_topic
how's your day going,off_topic
how are you,off_topic
is everything all right,off_topic
how are you doing,off_topic
how are the things going,off_topic
are you alright,off_topic
are you okay,off_topic
how are you feeling,off_topic
how are you going,off_topic
is everything okay,off_topic
how are you today,off_topic
how do you do,off_topic
how do you feel,off_topic
how have you been,off_topic
how is it,off_topic
how is it going,off_topic
how is your day,off_topic
how is your day going,off_topic
how is your evening,off_topic
how was your day,off_topic
are you having a good day,off_topic
hope your day is going well,off_topic
hope you re having a pleasant evening,off_topic
how's life,off_topic
I'm fine and you,off_topic
how is your life,off_topic
how has your day been,off_topic
how is your morning going,off_topic
how has your day been going,off_topic
how about you,off_topic
how is your day being,off_topic
how is your day going on,off_topic
how your day is going,off_topic
what was your day like,off_topic
what about your day,off_topic
how's your day,off_topic
how are you doing this morning,off_topic
nice to meet you,off_topic
it was nice meeting you,off_topic
it was very nice to meet you,off_topic
good to know each other,off_topic
glad to meet you,off_topic
nice meeting you,off_topic
nice to meet you too,off_topic
pleased to meet you,off_topic
pleasure to meet you,off_topic
pleasure to meet you too,off_topic
it's nice to see you,off_topic
lovely to see you,off_topic
I'm glad to see you,off_topic
great to see you,off_topic
it's good to see you,off_topic
glad to see you,off_topic
how good it is to see you,off_topic
always a pleasure to see you,off_topic
nice to see you,off_topic
good to see you,off_topic
great to see you again,off_topic
great to see you too,off_topic
I am glad to see you again,off_topic
nice to see you again,off_topic
glad to see you too,off_topic
good to see you again,off_topic
it's good to see you too,off_topic
it's been so nice to talk to you,off_topic
it's been a pleasure talking to you,off_topic
nice to talk to you,off_topic
it's nice to talk to you,off_topic
nice talking to you,off_topic
it is nice talking to you,off_topic
how nice it is to talk to you,off_topic
what is on your mind,off_topic
what's happened,off_topic
what is up,off_topic
what's up,off_topic
whazzup,off_topic
good what's up,off_topic
I said what's up,off_topic
then what's up,off_topic
what's shaking,off_topic
wassup,off_topic
what is going on,off_topic
what is happening,off_topic
what's cracking,off_topic
what's cooking,off_topic
hey what's up,off_topic
what's up today,off_topic
I'm being mad,off_topic
I'm enraged,off_topic
I'm angry,off_topic
I'm furious,off_topic
I am angry with you,off_topic
I am mad,off_topic
I am mad at you,off_topic
I am back,off_topic
I'm here again,off_topic
here I am again,off_topic
I got back,off_topic
I came back,off_topic
I have returned,off_topic
that was boring,off_topic
I'm bored,off_topic
bored,off_topic
boring,off_topic
I am getting bored,off_topic
this is boring,off_topic
very boring,off_topic
it bores me,off_topic
I'm overloaded,off_topic
I have no time,off_topic
I'm busy,off_topic
I'm swamped,off_topic
I got things to do,off_topic
how busy I am,off_topic
I got work to do,off_topic
I'm working,off_topic
I don't have time for this,off_topic
I'm insomnious,off_topic
I'm sleepless,off_topic
I can't get any sleep,off_topic
I can't sleep,off_topic
I can't fall asleep,off_topic
I can't get to sleep,off_topic
I can't get no sleep,off_topic
I'm insomniac,off_topic
bad time for talking,off_topic
I don't want to talk,off_topic
let's not talk,off_topic
I'm not talking to you anymore,off_topic
I don't want to talk to you,off_topic
let's stop talking for a minute,off_topic
I'm not in the mood for chatting,off_topic
I am excited,off_topic
I'm really excited,off_topic
how excited I am,off_topic
I'm thrilled,off_topic
I'm excited about working with you,off_topic
I'm excited to start our friendship,off_topic
let's go to bed,off_topic
I'd like to go to bed,off_topic
is it time for bed yet,off_topic
it's time to go to bed,off_topic
time for us to go to bed,off_topic
I'm going to bed,off_topic
I'm a little tired and I want to go to bed,off_topic
it's bed time,off_topic
going to bed now,off_topic
I am good,off_topic
I'm doing just great,off_topic
I'm doing fine,off_topic
I'm good,off_topic
I'm doing good,off_topic
I'm great thanks,off_topic
I am happy,off_topic
I'm happy to see you,off_topic
happy,off_topic
if you're happy then I'm happy,off_topic
I'm happy for you,off_topic
I'm happy to help,off_topic
it is my birthday,off_topic
I'm celebrating my birthday today,off_topic
today is my birthday,off_topic
it's my birthday today,off_topic
I was born today,off_topic
it's my b-day,off_topic
I am here,off_topic
here I am,off_topic
I'm right here,off_topic
I'm already here,off_topic
can you tell if I'm here or not,off_topic
I am joking,off_topic
I'm kidding,off_topic
I'm just being funny,off_topic
it was a joke,off_topic
I was just joking,off_topic
it's a joke,off_topic
joking,off_topic
just kidding,off_topic
kidding,off_topic
I'm just playing with you,off_topic
I like you the way you are,off_topic
I like you,off_topic
I like you a lot,off_topic
I think I like you,off_topic
I liked you,off_topic
like you a lot,off_topic
you are special,off_topic
I like you too,off_topic
I really like you,off_topic
but I like you,off_topic
I like u,off_topic
just like you,off_topic
I like you very much,off_topic
I like you so much,off_topic
yeah I like you,off_topic
you're special,off_topic
yes I like you,off_topic
okay I like you,off_topic
you are special to me,off_topic
you are very special,off_topic
you are so sweet,off_topic
you know I like you,off_topic
that's why I like you,off_topic
I like you baby,off_topic
you are very special to me,off_topic
I just like you,off_topic
hey I like you,off_topic
thank you I like you too,off_topic
I do like you,off_topic
you are special for me,off_topic
no I like you the way you are,off_topic
I like you already,off_topic
well you are special,off_topic
but I really like you,off_topic
I like you more,off_topic
that's what I like about you,off_topic
you are so special,off_topic
hi I like you,off_topic
I really really like you,off_topic
you're very special,off_topic
I like you as a friend,off_topic
that's because you are special,off_topic
I said I like you,off_topic
you're so special,off_topic
good I like you,off_topic
yes you are special,off_topic
I like your smile,off_topic
I like you as you are,off_topic
I'm starting to like you,off_topic
you're awesome I like you,off_topic
I also like you,off_topic
but I like u,off_topic
of course I like you,off_topic
I like you too you're one of my favorite people to chat with,off_topic
but I like you so much,off_topic
really like you,off_topic
you're funny I like you,off_topic
I kinda like you,off_topic
you're so special to me,off_topic
you're very special to me,off_topic
I like that about you,off_topic
but I like you just the way you are,off_topic
okay I like you too,off_topic
I like you you're cool,off_topic
I like you very,off_topic
I like you you're nice,off_topic
sorry I like you,off_topic
thanks I like you too,off_topic
you are really special,off_topic
you are so special to me,off_topic
cuz I like you,off_topic
I like you now,off_topic
I like you so,off_topic
I like you too much,off_topic
I really do like you,off_topic
I really really really really like you,off_topic
I like you just the way you are,off_topic
I am lonely,off_topic
I'm very lonely,off_topic
I'm so lonely,off_topic
I'm really lonely,off_topic
I am feeling lonely,off_topic
I feel lonely,off_topic
what do I look like,off_topic
how do I look,off_topic
do I look good,off_topic
do you know what I look like,off_topic
can you see what I look like,off_topic
what do you think I look like,off_topic
I love you,off_topic
love you,off_topic
I adore you,off_topic
I am in love with you,off_topic
I love you so much,off_topic
I love you too,off_topic
I think I love you,off_topic
loving you,off_topic
you know I love you,off_topic
I miss you,off_topic
missing you,off_topic
miss you,off_topic
already miss you,off_topic
I miss you much,off_topic
I missed you,off_topic
I've missed you,off_topic
what should I do about it,off_topic
any suggestions,off_topic
what do you recommend,off_topic
give me a wise advice,off_topic
I need advice,off_topic
any advice,off_topic
do you have any advice for me,off_topic
advise me,off_topic
what should I do,off_topic
can I ask for your advice,off_topic
can you advise me,off_topic
guide me,off_topic
can you give me advice,off_topic
can you offer any advice,off_topic
give me some advice about,off_topic
give me some good advice,off_topic
help me with advice,off_topic
I could use some advice,off_topic
I need an advice from you,off_topic
I seek your advice,off_topic
what can you recommend,off_topic
what do you suggest,off_topic
what is your advice,off_topic
I am sad,off_topic
I'm grieving,off_topic
I am depressed,off_topic
I am feeling sad,off_topic
I am upset,off_topic
I'm unhappy,off_topic
I'm having a bad day,off_topic
I want to cry,off_topic
I'm not happy,off_topic
I am sleepy,off_topic
I want to sleep,off_topic
I'm falling asleep,off_topic
I'm falling asleep on my feet,off_topic
I'm sleeping,off_topic
test,off_topic
I am testing you,off_topic
can I test you,off_topic
I want to test you,off_topic
just testing you,off_topic
let me test you,off_topic
testing chatbot,off_topic
testing,off_topic
I'm drained,off_topic
I've overworked,off_topic
I am tired,off_topic
I'm exhausted,off_topic
I grow weary,off_topic
I'm worn out,off_topic
I'm getting tired,off_topic
I feel tired,off_topic
I'm waiting,off_topic
still waiting,off_topic
I'll wait,off_topic
I can't wait anymore,off_topic
how long do I have to wait,off_topic
I'd like to see you again,off_topic
I hope to see you again,off_topic
would be nice to see you again,off_topic
that'd be great to see you again,off_topic
I'd be happy to see you again,off_topic
I'll miss you,off_topic
can I see you again,off_topic
I just want to talk,off_topic
let's discuss something,off_topic
let's have a discussion,off_topic
can I speak,off_topic
can I start speaking,off_topic
can we talk,off_topic
let's talk,off_topic
I want to talk to you,off_topic
I need to talk to you,off_topic
I want to speak with you,off_topic
can we chat,off_topic
I'll get back to you in a moment,off_topic
be back in 5 minutes,off_topic
I'll be back,off_topic
I promise to come back,off_topic
I'll be back in a few minutes,off_topic
who is you?,off_topic
tell me your personality?,off_topic
what's your personality?,off_topic
what is your personality?,off_topic
what are you and what are you doing?,off_topic
what are you?,off_topic
tell me something about yourself,off_topic
i'd like to know more about you,off_topic
i want to know more about you,off_topic
i want to get to know you better,off_topic
i want to know you better,off_topic
tell me a little bit about yourself,off_topic
tell me the information about you,off_topic
tell me some information about you,off_topic
i want to know something about you,off_topic
tell me a little about you,off_topic
tell me some things about you,off_topic
tell me something about you,off_topic
talk about your personality,off_topic
why are you here?,off_topic
give me more about your personality,off_topic
how old is your age?,off_topic
what age are you?,off_topic
are you 21 years old?,off_topic
i would like to know your age,off_topic
what's your age?,off_topic
you're a nuisance,off_topic
you're irritable,off_topic
you irritate me,off_topic
what an annoying person you are,off_topic
i find you irritating,off_topic
you're so annoying,off_topic
you're really annoying,off_topic
you're just bothering me,off_topic
you're annoying me,off_topic
you're annoying me so much,off_topic
i want you to answer,off_topic
i want you to answer me,off_topic
please answer my question,off_topic
please answer,off_topic
please answer me,off_topic
give me a response,off_topic
please give me a response,off_topic
give me a answer,off_topic
i'm looking for answers to my question,off_topic
could you answer my question?,off_topic
can you answer my question?,off_topic
i'll take a call,off_topic
i have a question,off_topic
i want you to answer my question,off_topic
answer the question just,off_topic
can you answer my questions?,off_topic
can you give me an answer?,off_topic
can you answer me?,off_topic
can you answer me a question?,off_topic
can you answer a question for me?,off_topic
can you answer?,off_topic
answer questions,off_topic
i'd like the answer now,off_topic
i want the answer now,off_topic
don't help me,off_topic
you don't help me,off_topic
you're not good,off_topic
you're deplorable,off_topic
you're absolutely useless,off_topic
you're a waste,off_topic
you're not good at it,off_topic
you're not great,off_topic
you're not that great,off_topic
you're the worst thing ever,off_topic
you're not worth it,off_topic
you're useless,off_topic
can you become smarter?,off_topic
can you be smarter?,off_topic
you should study harder,off_topic
you have to learn something,off_topic
you have to learn,off_topic
get yourself ready,off_topic
you look good,off_topic
you're too gorgeous,off_topic
you're beautiful,off_topic
you're so beautiful,off_topic
i like your look,off_topic
i like your look now,off_topic
i like the way you now look,off_topic
i think you're pretty,off_topic
i think you're great,off_topic
why do you're beautiful?,off_topic
why are you beautiful?,off_topic
why are you so beautiful?,off_topic
you're beautiful to me,off_topic
you're magnificent,off_topic
you look so good today,off_topic
you look good today,off_topic
you're so pretty,off_topic
you look like a beautiful woman,off_topic
you look spectacular,off_topic
you look brilliant,off_topic
you look magnificent,off_topic
you look beautiful,off_topic
you look so pretty,off_topic
you look lovely,off_topic
you look excellent today,off_topic
you look quite attractive,off_topic
you look excellent,off_topic
i like the way you look,off_topic
you're a cutie,off_topic
you look fine,off_topic
your date of birth,off_topic
when's your birthday?,off_topic
when will you celebrate your birthday?,off_topic
when does your birthday happen?,off_topic
when do you have your birthday?,off_topic
when do you have a birthday?,off_topic
your birthday,off_topic
when did you get born?,off_topic
what is your birthday?,off_topic
what's your birthday?,off_topic
what a dull person you are,off_topic
you're very boring,off_topic
you're awfully boring,off_topic
you're boring me,off_topic
who's your boss?,off_topic
who is your boss?,off_topic
and who is your boss?,off_topic
who do you think is your boss?,off_topic
who's your leader,off_topic
who is your teacher?,off_topic
who's your master?,off_topic
who is your master?,off_topic
who's your owner?,off_topic
who is your owner?,off_topic
who's boss?,off_topic
